,Id (Review),Review,Sentiment
720,307466,GL app shows OFFLINE but not FAULT. Not sure if it is operational.,negative
721,307465,"Just spoke with the new sales manager here, told me that the charger is completely free, you don't need a Greenlots account to use it, and it's open to all EVs, not just Kias. ",Positive
722,307461,"QC working great here even in the 90F heat!  Got 12 Kwh for our trip north to Portland, which enabled the trip back with no charging needed in the Rose City.  Got another 12 Kwh going south to return to Albany.  ",Positive
723,307459,Got my car here but don't recommend this dealership any more. Using this charger is very difficult. The dealer claims that they have no responsibility because it is run by ChargePoint. ChargePoint says it is up to the dealership to make certain the unit is available.,negative
724,307458,Contact at DWP: ruben.garcia@ladwp.com     This gentleman is getting tired of hearing from me so others need to send a polite e-mail asking that the unit be fixed. Please be tactful and thank him for the units being there in the first place. It's not the fault of DWP that Nissan has made unreliable quick chargers.,negative
725,307455,Tried but would not work. Kept getting error message. Another LEAF driver tried and same thing. Then a third LEAF showed up and it worked with his. I tried right after that and got same error message. Weird.,negative
726,307454,Not working...  Error message. :(,negative
727,307452,Charging at 22 mi/hr. ,negative
728,307449,Fantastic dealership! ,Positive
729,307448,Both occupied.,negative
730,307445,Sweet!! Love FREE charging!,Positive
731,307442,Not blocked today.  YAY,Positive
732,307441,A non ev car parking in the lot. can't get to fast charger.,negative
733,307438,375 mi/hr. Charger 1B,Positive
734,307433,Handle still stuck. Silver leaf charge completed but still connected (over 4 hours),negative
735,307431,CHAdeMO was free,Positive
736,307428,"trying out my new ""no charge to charge""",Positive
737,307426,Charging now. No one else waiting. ,Positive
738,307424,48 mph charge,Negative
739,307422,worked great!,Positive
740,307420,"CHAdeMO at 30-40kW, used chargepoint card, no problem",Positive
741,307419,DCFC spot was blocked by LEAF (not plugged in) and lock was in use. Went to service desk- they promptly moved LEAF and unlocked DCFC. Thanks. ,Positive
742,307418,Great spot! Paid $3.75 for 2hrs15min (parking included).,Positive
743,307417,"Friendly staff: A++ for service! Both ChargePoint chargers were being used but they let me park in the adjacent stall and charge with the wall outlet, which is next to the ChargePoint station. It is NEMA 5-15/20 and I am able to charge at the full 16 amps.",Positive
744,307412,Only here for an hour because I need lunch at eureka!  Full covered stalls but an impressive 300 amps to start...only 20 miles of juice left so empty batteries,Positive
745,307410,I say fail on James City County for installing a charger that's only compatible with a few cars. Second fail is putting it in a place where you could easily spend more then 30 minutes. Right next to a movie theater where you could spend 2 hours! Third fail is the charger/company they chose. Obviously this thing hardy works.  I'm glad to see Williamsburg just down the road chose Level 2 chargers instead. ,negative
746,307407,I have a Chevy Volt and it does not support Fast charging. Fail on you for not knowing your own car.,negative
747,307400,Multiple signs indicate Tenant Only parking -- owner towed at own expense.  ,negative
748,307399,All chargers available and working. ,Positive
749,307388,ChaDeMo OK,Positive
750,307383,"Still broken.  Left side has touch issues, right side tried to process, but after connecting cord and scanning card, screen bled to black, and had to flip breaker to be able to detach from car.",negative
751,307381,Un gros merci à Neil pour son amabilité!   A big thanks to Neil for his kindness!,Positive
752,307376,Occupied,negative
753,307373,No problems. Not ICED and no idle Leafs plugged into it on a Friday at 2PM. Charging up nice and quick. ,Positive
754,307367,"Station repaired, but call to check before planning to use this one.",Positive
755,307366,a little slow...,negative
756,307365,"50,000 Nissan leafs sold in U.S. And only four or five quick chargers in the city. Only one open 24 hours? Are you kidding me? There's two here at Walgreens and the Nissan brand one constantly has error code 99. The ABB charger also has an issue reading the RFID card. You have to stand there scanning for five minutes. If this is the future of electric cars, count me out.",negative
757,307360,Done at 1:30,Positive
758,307358,"I drove through the parking lots on Bollinger and alcosta, but couldn't find the charger. perhaps this is a ""coming soon"" location.",negative
759,307354,"It was an attempt at humour, I suppose.  Having ""stupid"" COMING SOON station entries that remain inoperable for months is not helping anybody and is doing quite the opposite - frustrating us early adopters and visitors from out of town. -- checkin created before location officially marked open",negative
760,307352,charging using chademo...@ 132miles per hr,Positive
761,307351,"This was the first time I'd ever used a public charge station. These are free and are located north of the building in the parking lot next to the walkway that runs to the front of the building.          #1 was in use, 2,3,&4 were vacant so I plugged into #4 and I didn't have to do anything else. The LCD screen on the charger showed that it connected and successfully communicated with the vehicle. I got the confirmation beep from the Volt and the charge station showed that it was charging.           My appointment only took 15 minutes, so I didn't get much of a charge. Sure nice to know it is there and it is still free.",Positive
762,307349,Quick charge not working. Ticket opened by customer care to fix the issue.,negative
763,307348,dropped off car for service and left on the charger first.  dealer returned it to charger when I picked it up.,Positive
764,307347,Blink DC charger not functional when I contacted their service they said not functional since December 2014! Totally unacceptable! Please use your influence to correct.,negative
765,307346,"This morning at 7am there was a silver Leaf parked in the only EV parking spot, charge completed. I had to park in the handicap spot to charge. When the owner came back 20 minutes later and I mentioned to her it's not polite to leave the car sitting there, I was told to have patience and there was no apology at all. ",negative
766,307344,"One available right now, white leaf is plugged in but charge complete",Positive
767,307337,Error code 0x051E,negative
768,307335,Great stop.  Friendly- free Fast. And near a bunch of restaurants. Thanks BW,Positive
769,307332,Thanks again!  Made my stay in Allentown possible!,Positive
770,307326,Yay!,Positive
771,307325,No spots ,negative
772,307317,Should be out before noon.,Positive
773,307315,Le spot de stationnement est serré !,negative
774,307314,Dreamworks is no longer here. The cartoon decals have been removed from the chargers. ,Negative
775,307311,Good Level 2 FREE charger. 21 mph rate. Tesla Model S. Restroom available in the library nearby. ,Positive
776,307308,"Great folks! I called before and asked to charge. Spaces were full, so had to work around that.",Positive
777,307304,"parking is a bit tight but the charger was, thankfully, available.",Positive
778,307302,All spots in use ,negative
779,307300,1:30 PM,Positive
780,307298,Great food and convenient watts on the way to Knoxville!,Positive
781,307295,ICE'd + same error as AK reported on 9/9. ,negative
782,307293,Left charger is working BUT you have to release the top lock mechanism manually. The thumb release DOES NOT WORK!,negative
783,307291,IT'S WORKING... ITS WORKING,Positive
784,307290,"Every one should know that the PDX/Port of Portland have electric vehicles and they park them there under the guise of charging. Also, ICE and other LE vehicles use those slots with no repercussions. Don't come to the airport expecting to charge during daylight hours. DAVE",negative
785,307287,faulted now for three weeks,negative
786,307284,Charging on Spot #1,Positive
787,307280,I talked with the city manager yesterday.  He said that they are going to move it to across the parking deck from where it was.  It will be mounted on its own pedestal instead of on a building and will still be free.  It should be in operation again in about a week.,negative
788,307277,"This is an update to my check-in about a month ago as it seems that my comments did not make it through.  This is a great little bed and breakfast with a nice small town feel to it.  Our hosts were wonderful and very accommodating and served up a fabulous breakfast.     Shinnston is a great alternative place to stay if you are travelling to Clarksburg as it is just minutes outside of Clarksburg.     As far as charging goes, they do have both Tesla and J1772 chargers which made this trip in my Tesla Model S 70D achievable.",Positive
789,307275,Charged for 1 hour. Quiet. After 1st hour 4/hr - crazy rates reflect the neighborhood I guess.,negative
790,307272,Error,negative
791,307271,"I be back around 11:00. After 10:30, feel free to unplug and use it. ",Positive
792,307269,Error,negative
793,307268,Super-nice people let us charge our Leaf here!,Positive
794,307267,both ports working!,Positive
795,307266,Left car charging overnight without any issue. Lighted spot and walking distance to several local motels. ,Positive
796,307257,DC charger could not secure connection,negative
797,307254,WoW! An SPI for my 2002 Toyota RAV4 EV. Yippee!,Positive
798,307253,Used level 2.,Positive
799,307252,First time. Super easy setup and charging for free. :-),Positive
800,307246,It worked and offset the $14 I paid to park for 2 hours!,Positive
801,307241,"Blue Chevy volt- I should be back by 10 AM. Green flashing light on dashboard means charge complete, feel free to unplug thanks.",Positive
802,307239,Parked next to the EV stall. Ok to unplug if you need a charge. Please plug back in when you are done. Should be here about 2.5 hours. Thanks.,Positive
803,307230,"Happily charging my Volt. Easy spot to find. Thanks Town of Aurora for the free, no hassle charge!",Positive
804,307227,J1772 unit inoperable.  Green charge light blinks for 2 minutes then shuts down.  ,negative
805,307222,Both stations not working. Say they are connected to vehicle but are not providing charge. Parked here with same volt from Wednesday. Both not charging. ,negative
806,307217,"Other charger still out of service. Luckily, the other one worked fine. No one else is waiting - should be 15 minutes  ",negative
807,307209,Not possible to charge. To non electric cars took the spots.,negative
808,307206,Charged last night to get home.  Stayed busy by doing a couple of errands within the plaza. Thanks!,Positive
809,307197,This charging station saved me big time.          This charging station is working fine and free of issues.          I ended up coming here because the Quick Charge station at the nearest Nissan car dealership is currently out of service.,Positive
810,307196,"This Quick Charge station is currently out of service.          When I tried to use it I got the following error code ""0x0504"" I called to report it and a techncian should be soon to fix the station.          I ended up going to the Quick Charge station down the street at Gelson's.",negative
811,307193,Right L3 touch screen did not respond.    What causes this on so many Blink stations?,negative
812,307187,Connector will not release from one of the two stations.,negative
813,307181,"stationnement très bien identifié, peinture verte au sol. Magnifique installation de Doc Borné. coût ridicule de $1 avec carte ou monnaie dans un parcometre. Je me suis rappelé de bon souvenir en mettant 4 x $0,25 dans le parcometre. beau clin d'oeil au passé que ces installations. Merci à l'hotel.",Positive
814,307174,"KInd, generous folks - spent the night so left with a range charge for Sheridan, WY - charged at 25 mph.  ",Positive
815,307168,Why would somebody put up that stupid gong photo? That's not helping anybody. -- checkin created before location officially marked open,negative
816,307167,"Still free, still works. Real creepy after midnight out there.",Positive
817,307164,Are these wildly used? Wish they were public! ,negative
818,307163,"Sad, are we sure Cisco isn't sharing these with the community? ",negative
819,307162,"Sad, are we sure Cisco isn't sharing these with the community? ",negative
820,307161,"Wish they would share these, needed location! ",negative
821,307160,"Seems free for now, thanks EVgo!",Positive
822,307159,"Seems free for now, thanks EVgo! ",Positive
823,307153,Temperature error. Pushing and Holding  stop bottom not resolved problem.  ,negative
824,307152,Charge cars every day. Also this is a 30 amp charger,Positive
825,307136,"Thanks, Jeff, for taking the photo of the replacement connector.",Positive
826,307134,"Yes, highly disappointing that they replaced it with another 1st gen connector that will eventually break because it's too complicated for newbies to use.",negative
827,307132,I got there a little before 8pm - just as the library was about to close.,Positive
828,307129,GL app shows a FAULT. Some knob probably pushed the estop again.,negative
829,307128,Still trying to figure out these station alerts. I set them all up for several stations earlier today but now they have all become unchecked in my app.,negative
830,307124,Bummer- they replaced it with the old style. ,negative
831,307120,Restricted access to the parking lot. It's gated.,negative
832,307119,126 mi/hr,Positive
833,307115,"Parking spots not marked specifically for EV's. One spot empty where we charged on Level 2. The Tesla spot was taken by an ICE. Both cords are long enough to go over a couple spaces, but the rest of the parking spaces were taken by ICE.",negative
834,307114,Don't break the machine again.,negative
835,307112,"Please verify vehicle is parked and off, over and over and over. Called evgo, theyre sending a technician.",negative
836,307107,"A very indignant employee smoking a cigarette was offended that I had taken 15 cents worth of electricity without paying. Agree didn't strike me as a managerial type, so I'll use this plug next time I'm in town.",negative
837,307106,Worked out great. They had the Tesla wall chargers. ,Positive
838,307105,"Picture of the new connector.  Sorry couldn't verify how well it connects, I had my ICE car.",Positive
839,307104,screen slow or non-responsive but RIFD does indeed work.  install Greenlots app as a backup option.,negative
840,307103,ICED. Requires a credit card or Charge Point account to use. Although the electricity is free you still have to pay the parking meter since it is in the visitor pay lot. Parking is $1 an hour.,negative
841,307101,All of the charging stations are covered off. Looks like card readers are installed for paying to charge. -- checkin created before location officially marked open,Negative
842,307100,"Again, nearly every corner has plugs, most blocked by other cars but I'm able to charge at all of them if not blocked. Not sure why someone says only in valet. Valet is only on lowest level. Plugs on all levels in every corner and in front of each elevator. ",Positive
843,307098,_x1f44d_ for reporting the ICE to traffic police. ,Positive
844,307097,It is working. I tried it tonight with my Tesla. Screen lit up perfect at night. Perhaps hard to see in daylight. ,Positive
845,307092,Free l2 charger on the side with the new small chargepoint. ,Positive
846,307090,Great news! At least they made it accessible to the public. There is a Blink L2 in the parking lot which is awkward to use due to public entrance being gated and other entrance says police only. I used the L2 from the public side for 5 months with no issues. Just had to arrive after 5PM to avoid parking attendant. ,Positive
847,307086,"Charger #2 has a loose connector, pull the button to get it going.",negative
848,307085,Asking for a Sema Connect card but can charge by calling number on the station and giving credit card number.,Positive
849,307084,Looks like it's going to start the insulation test but then goes into error.,negative
850,307083,243V 39A,Positive
851,307077,CCS still doesn't work...,negative
852,307076,Working at 48A 215V.  Waited for owner of van blocking J1772 Sun Country Highway charging station to come back to his van.  He moved once I explained that he was blocking a charger that I intended to use.  Plugged in with Tesla->J1772 adaptor.  Charger works.,Positive
853,307075,"Hotel had been contacted two days ago and confirmed chargers were working and they would be available for use.  When we arrived, two vans parked in EV only parking spots.  Hotel does not take license plates, so has no way to contact owners.  Tesla charging station was not powered on.  Front desk representative was unaware of charging, and could not find anyone who knew how to power it on.",negative
854,307074,"please, if you leave your car charging, put a number in your window so we can call you.  I found both stations occupied by unattended cars, both fully charged but plugged in.  I unplugged one to charge and go.  station worked perfectly.  assisted another unplug the other car so she could do the same.  don't leave your car unattended without notice of where you are, its rude.",negative
855,307073,enjoying Golden Spoon frozen yogurt while my car is charging!,Positive
856,307072,Looks like six Level 2 Clipper Creek's and one dual standard (CCS and CHAdeMO) unit. Area is fenced and under construction. In parking lot area labeled S for snake. -- checkin created before location officially marked open,negative
857,307070,Great place to charge. Hope it lasts (free). ,Positive
858,307068,"As usual, spot taken by volt.  ",negative
859,307066,The QC is finally working again!,Positive
860,307059,dc fast charge  not working,negative
861,307054,Very nice of Culver to put EV chargers. The Tesla one is still out of order but the J1772 works fine.,Positive
862,307053,For hours dude- I think the silver volt is charged looks like his light is green. I just plugged my grey volt in at the beginning of the pats steelers game,negative
863,307050,This spot is not showing up on the main map for several days. ??? ,negative
864,307042,Model S. Charged at 25 mi/hr.,Positive
865,307041,1 available now ,Positive
866,307037,Thermal error on both,negative
867,307035,White leaf just parked but plug isn't working,negative
868,307034,App says not provisioned. Probably need to call or get a card to use these. ,negative
869,307033,Semble de retour en fonction! La lumière est verte et il n'y a plus de message d'erreur sur l'écran.,Positive
870,307030,Unplugged a silver prius that is fully charged.,Positive
871,307029,Jerk in a gray leaf unplugged me. GA Tag HF 192. ,negative
872,307027,checking out the i8 and driving a i3 for fun.,Positive
873,307025,cars parked but not charging. ..,negative
874,307024,"Had to jostle the charger to get it out of the holster, but after that great charging speed as the other times I used this charger. ",Positive
875,307022,First 4 hours are free then $10 per hour plus parking. On a Thursday 8 am to 4 pm.  Very expensive!,negative
876,307021,Spots occupied by other ev that have been here for hours. ,negative
877,307018,All chargers are working again,Positive
878,307015,"This is a RESTRICTED ACCESS plug, only for City-Market customers. There's a lock on the plug, and you have to follow different rules to get the key.",Negative
879,307014,"Looks like we lost the CCS listing for this station. I'm not surprised, NRG has been installing a lot of dual chargers in the area with the CCS components missing. At least these chargers are ready for CCS when the time for upgrade comes, maybe next year when the Chevy Bolt comes out.",negative
880,307013,"Spot is EVed, plugged in but not active, ie app reports available",negative
881,307010,"Be mindful of free first 1/2 hr inside permit lot! Blink DCFC not useable. Left touchscreen reads Blink card, but glass is cracked and not responsive to touch and refuses to start charge. Right toucscreen is off with no sign of life. Thankful the neighboring L2 units are working correctly. ",negative
882,307005,"Getting 215 miles per hour...  Arrived in the area early for meeting in Irvine, might as well get a boost for 20 minutes. ",Positive
883,306998,These chargers are ON A MILITARY BASE. You can NOT GET IN if you are not military. ,negative
884,306991,2 Tesla 40A connectors.,Positive
885,306989,Next to California pizza kitchen,Positive
886,306988,East station is only one working. ,negative
887,306987,"Thanks Jeff for the pointer. On the app, just click on the Alerts button for the station you are interested in and select up to four alerts for that station.",Positive
888,306984,"Charged today. No issues. No real holder for the plug, so be sure to wrap it up neatly when you leave.",Positive
889,306983,"Thanks for having this, Echo Park!",Positive
890,306978,Confirmed with Blink that right side charger is malfunctioning.  Approved for service but no date given. ,negative
891,306976,"Wall plug charging is no longer allowed, use Chargepoint chargers on level 3",Positive
892,306975,"Charger (L2) nearest the entrance says ""Fault"", out of order. ",negative
893,306972,CCS functioning nominal to profile _x1f60e_,Positive
894,306971,Charger to the right starts but then shuts off. ,negative
895,306969,Can't charge again,negative
896,306968,Both Occupied!,negative
897,306967,2nd spot ice'd right now. spot next to that currently open. cable will reach.,negative
898,306958,Successfully charged earlier today. Worked perfectly. 29 amps 204 volts.,Positive
899,306957,CHAdeMO is available at 125 amp ,Positive
900,306954,Working fine.,Positive
901,306953,Took AV assistant 25 min to authorize me and reboot DCFC. but it is working fine. (don't have my fob yet),negative
902,306952,Quick charging ,Positive
903,306951,"Opportunity charging. Left sign on the charger ""OK to unplug.""",Positive
904,306950,Thanks for providing the chargers!,Positive
905,306948,"No J1772 Plug.      Only fast chargers:(          Royal Farms Thank you for being EV friendly, but would you please add a J1772 plug for the non fast charger electric vehicles.     Thank you !!!",negative
906,306937,"For outsiders, this place is hard to find. Just ask around for P2 level parking and get to the D section.",negative
907,306934,Enterprise rental car has taken over the spot with the charger so they can't charge for now,negative
908,306931,Using the L2,Positive
909,306930,waiting at the couch area until charge is complete ,Positive
910,306928,In-use. Waiting to charge,negative
911,306927,Sign at entrance says it cost $1.50 per 15 minutes to charge,negative
912,306920,Cooler today and worked ok w/o overheating.,Positive
913,306916,Thank you Thane for letting me charge a bit. Come stop at my place when you are in the Ogden area next. ,Positive
914,306912,Had to go in to speak with the people. The email a code didn't work.,Negative
915,306910,9/10/2015 @ 2pm - another nice charging session for my Spark EV - no problems.,Positive
916,306909,9/8/2015 at 2:30 PM works great,Positive
917,306907,It free_x1f603_,Positive
918,306901,Right side CHAdeMO working fine,Positive
919,306897,"Just behind the Disney Store, near Cinemark Movie Theater.  1 Quick Charge (Free for now). 4 J1772 spots... Just down the street from this location is Round Rock Nissan (about 2 miles).  Stop by ask for Ray ""the LEAF Whisperer""",Positive
920,306891,Cones were sitting in the middle of the EV spots but I just moved it and parked anyways.  Security says that the cones are to prevent ICEing.  Free for the first hour of charging.,Positive
921,306886,About to jump on the DCFC when Leaf gets to 80% - on the L2 until then,Positive
922,306879,"This SC is currently offline. I just spoke with SC support at Tesla 877-79TESLA, who confirmed this. I tried three of the four available SCs, unable to charge. ",Negative
923,306872,Arrived with about half battery and hooked up to station 4B. Seeing a charging rate of over 250 mi/hr. No spots ICE'ed. ,Positive
924,306870,Trying to get back to 100 to drive back to Atlanta. Please unplug if I'm charged. ,Positive
925,306862,the combo charger disconnect unexpectedly.,Negative
926,306861,"It has been offline for all but a couple weeks over the past 3 months. Apparently, after they tried ""upgrading"" the system to a paid service, things started to go wrong. Evidently, something else has happened recently to take it offline. This equipment seems very unreliable, especially when you consider that there are only two models in the field (other than the brand new one in Penticton). Why is it so hard to keep two models continuously operational?  My guess is that they are simply poor quality (beta) units that are not ready for prime time.",Negative
927,306859,Great location to stop for charge & lunch. Nice casino & restaurants ,Positive
928,306858,chademo is up and running like a charm!,Positive
929,306854,both chargers in use,Negative
930,306853,Thermostat error,Negative
931,306852,"both quick charge screens broken, level 2 one works intermittently but still not well",Negative
932,306838,Leaving invites to National Drive Electric Week in Poolesville on Sept 19th.,Positive
933,306834,All are dead,Negative
934,306831,Free 120 volt charging works fine.,Positive
935,306821,Two Volta J1772 plugs available in front on Macy's traditional store entrance. One is dedicated to handicap parking space only. Space clearly labeled for EV parking only. Two hour maximum time limit. Thanks for the free charge!,Positive
936,306819,Temperature error. I shut it off for a couple minutes but it didn't help. Temp outside is 89°.,Negative
937,306818,Only three of four stations working.  All three are in use.,Negative
938,306817,full with 2 leafs. both done charging,Negative
939,306815,"Jeff - How do you set an alert to tell you when an existing station returns to online status?  I see no way to do this on the PC version and the only options for the Android App on my tablet is under Manage Alerts - ""New Public Stations' and ""New Shared Charger"".",Negative
940,306813,Caddy ICEing the handicap charger!  Not even a handicap sticker. ,Negative
941,306810,This location is prime for a 2nd CHAdeMO unit. Every time I've been here there is a wait...,negative
942,306809,360+ mph,Positive
943,306805,"C'Mon arrogant selfish people. You should let others charge after 20 min. Everyone's time is precious. BTW, QC slows down significantly after 20 min. Of course, you are welcome to charge full 30 min if there is no car waiting.",Negative
944,306803,Très belle place pour la famille. Très belle initiative pour les bornes!,Positive
945,306802,CHAdeMO works,Positive
946,306801,RF card reader still not working. Reported to EVgo.,Negative
947,306799,CHAdeMO handle is broken. Reported to EVgo. CCS works fine.,Negative
948,306795,Tried Both Chademos and they both worked. Friend charged successfully on CCS. It took a few tries.  Don't give up:),Positive
949,306792,Message me if u need me to move... Red volt.,Positive
950,306791,"Contacted Electric Circuit.  They expect it to be operational by October 1, 2015 or sooner.",Negative
951,306789,Working like a charm.,Positive
952,306788,"Pulled in with 77 miles left in the battery. On station 4A, I'm seeing the charging rate climb north of 265 mi/hr, before toddling off for some lunch nearby. ",Positive
953,306786,Nice to see a Level 3 EVSE here! Any plans to add a Level 2? I did see a 120V AC outlet on the panel board facing away from the parking spots.,Positive
954,306785,"Joe - owner is a great guy! Uses Juice Box charging system. Offers all other car services, if needed. Very friendly and I will return with my non EV when needing oil change, etc.                     ",Positive
955,306784,Added employee swipe card. No longer public,Negative
956,306781,"Charge $1.00 a day, even though it's listed at free",Negative
957,306776,Nice location near freeway. Ned Kelly design and remodeling has a clipper charging station that appears free for use.,Positive
958,306775,"People, like a gas station, you CAN NOT charge two vehicles at 1 station at the same time. ",Negative
959,306774,Thanks AAA I was able to get a charge and get a little shopping done at Walmart around the corner.,Positive
960,306770,Solar City is gone but the charger still works.,Positive
961,306766,(9AM on a Thursday)  Both spots empty.,Positive
962,306764,3 ports still available ,positive
963,306761,Thank you SolarWinds! Charged on the fast charger. ,positive
964,306760,white nissan was plugged but fully charged so I took charger. hope no problem. white leaf still here but I am charging now,Positive
965,306759,The level 2 chargers are in the front on the S/E corner of the building. Fast charger down. ,Negative
966,306758,"AQMD has helped us for many years and now its time for us to help them. As we know many of the chargers are down, so I started a gofundme account to help pay for the repairs needed to fix the chargers that are down. If you would like to donate, here's the link: www.gofundme.com/fixaqmdchargers",Negative
967,306757,one still has out of order sign,Negative
968,306749,"Charged 10 minutes using Charge-point card from Nissan (lease) on 9/4/15.  Haven't seen charge on credit card, so I assume the lease terms apply to this station.  Thank you, Ga Power!",positive
969,306747,Just fast charged and then moved over and switched to the level 2 for some more %,positive
970,306740,"I left the comment 2 days ago, but the charges just cleared my credit card- the charger says ""$2.50 per hour"" but in fact it only charges $2.50 total (I charged for 4 hours).",positive
971,306739,Right in front of marriott in valet area. Valet moved marriott van that was blocking it. ,Positive
972,306738,Appeared operational but did not need a charge so did not charge. ,Positive
973,306726,Combo charger NOT working.  9/10/15,Negative
974,306725,"Checked with management. Could charge for an hour if available. Dual chargers to the right of building (up a slight incline) may be blocked, but one was available when I visited. ",Positive
975,306724,"I've been seeing a lot of WalMart SuperCenters getting EV chargers lately. I think this is a fantastic development for the EV infrastructure. I hope Walmart/evGO follow through with all the SuperCenters especially ones along highways like the one in Childress, TX.",Positive
976,306720,I had to pull pretty hard on the handle to dislodge it from the kiosk.,Negative
977,306719,Out of service,Negative
978,306715,Picture indicates dual CCS/CHAdeMO charger but it doesn't look like the CCS part is connected up yet. Plugshare identifies only the CCS charger. I think this charger page needs some editing.,Negative
979,306711,Done at 11:15,Positive
980,306710,All stations are off,Negative
981,306708,"Pulled in with 106 miles left in the battery. Using station 3B, I'm seeing over 290 mi/hr charging rate. ",Positive
982,306701,All spots in front of chargers in use ,Negative
983,306698,Leaving station 4 at back 5 at 12 p.m.,Positive
984,306696,"Even though it is SAE Combo CCS, it does not work with e-Golf.     It doesn't successfully complete the initial communication with the vehicle.",Negative
985,306695,"Right charger attempted to charge for 10 seconds, then quit. Left one charges at 22mph",Negative
986,306694,Is there any service planned to increase the amps anytime soon?  We will need this soon and it would be great if it was working at full power- for us and everyone else. ,Negative
987,306693,Neither charge cable connects to a Ford Focus Electric J1772 port.,Negative
988,306684,"Didn't get the ""letter"" about using the station too much.  Will continue to use as much as possible.  Didn't I pay for it?",Negative
989,306680,I only saw a CHAdeMO. CCS will probably be installed later when demand becomes high. ,Positive
990,306677,Error,Negative
991,306675,"Yikes, tiff has most of the downtown streets blocked. Still got into the MetroHall parking :)",Positive
992,306673,Works great.  Owner of the dog grooming service is very nice. Very supportive of the green movement.,Positive
993,306664,Parked next to the EV charging stall. Ok to unplug if you need a charge. Please plug me back in when done. Should be done in about 2.5 hours. Thanks.,Positive
994,306662,Parking garage behind Eastwood town center. ,Positive
995,306660,Only right Tesla HPWC seems to be working. Mentioned it to receptionist of auto museum,Negative
996,306656,The evGO charges I believe are going to be based on the kind of plan you have regardless of what this charger page says. If your plan is tailored towards infrequent public charging then you can expect to pay the higher price but the price for DC charging is as low as $6 per hour for the frequent public charging plan.,Positive
997,306655,Not obvious to find. On left behind CONOCO tower on top of red brick building ,Negative
998,306653,"Seriously, who is the a-hole that is blocking the QC spot?",Negative
999,306643,No power or display - notified Chargepoint.,Negative
1000,306637,Great location! Thanks for setting this up!,Positive
1001,306636,"Both stations live, but taller one has very balky touch screen. ",Positive
1002,306624,Only one works after almost a month:(,Negative
1003,306620,The Fastest charger I've seen so far! Amazing !! Love it !   Just follow the instructions well on the screen if your new to the this EV  bad ass station ,Positive
1004,306617,driving on fumes from a long trip.   L3 chargers are broken.,Negative
1005,306606,CHAdeMO? So there's DCFC also. Is there a CCS charger also like there's supposed to be at the nearby Sunset Valley WalMart?,Positive
1006,306603,74 kw,Positive
1007,306594,The quick charge station is working fine and free of issues.,Positive
1008,306593,The quick charge station is working fine and free of issues.,Positive
1009,306591,Free for the first hour charges at 5.8kw/h,Positive
1010,306585,Wow! I made it this far and am having no trouble charging. Thank you to whomever put this here. ,Positive
1011,306584,CCS worked with RFID card.,Positive
1012,306582,Temperature error requires admin assistance. Can't charge ,Negative
1013,306581,There are actually four Leviton chargers here and four EV parking spaces.  One space currently occupied with building materials.,Negative
1014,306576,Sae combo is working again. Thanks!,positive
1015,306575,Same problem as last user. It's been several weeks now :-(,negative
1016,306572,"Tried to use earlier this evening, but it was occupied by one LEAF and one ICE. :(",negative
1017,306571,The is a number on the post that gets you a free charge,Positive
1018,306569,"Since the nearby CHAdeMO charger at Rouses Market wasnt working, I came here and added about 27mi/8kWh/9% on my Tesla S85. Free charging using J1772 adapter around midnight.",positive
1019,306565,thnx ford you saved me and my chevy only 1 station but its 10pm everywhere else closed,positive
1020,306564,Very nice of Bellarmine HS to offer these spots. Often available and appreciated by the neighbors :-),positive
1021,306562,228mi/hr charge.,positive
1022,306561,"Arrived with just 62 miles left in the battery (from the Salisbury Supercharger). Seeing a charging rate of over 370 mi/hr from station 2B. Was thinking I could bed down for the night, when a freight train horn belts out in the midnight air. Just a caveat in what looks like a great hotel to rest in on the way from here to there. Many thanks for hosting! :-)",Positive
1023,306558,"Error on screen, so went inside and talked to manager named Mr.Alvin and he flipped a switch and asked me to try again, but to no avail. He said that since it was late (around 1030pm), he has to call somebody following day.",negative
1024,306556,Couple open chargers when I arrived.  ,positive
1025,306553,the unit on the right still won't see the car plugged it. use the other blink next to it.,negative
1026,306551,"There are certainly a lot of rude EV drivers here in Glendale, however, there are nice ones too.  I parked near the chargers with my charge port open and came back to my car to find someone had plugged it in.",negative
1027,306550,The single high-speed charger here has problems sometimes. At the moment it is working and not even asking for a card. There is another dual unit that works as it should,positive
1028,306543,Was there a month ago.  Please check if repaired or replaced before you leave.,Positive
1029,306541,"Same problem as another user: charging seems to be starting, car beeps, then charger cuts off and says 'Thank you.  Goodbye'.  Strange, because a Leaf successfully charged right before me. (Very hot today - maybe the charger was overheating??)  Called Blink, but unable to help. (Surprise, surprise!)",negative
1030,306540,Charge point / fast charger down 2nd day in a row - thermal error. Charge point unable to reset to success.,negative
1031,306539,Awesome - Great Support of EV's and pleasant people at the dealership !! Thank you Exton Nissan ,positive
1032,306535,I tried to use this charging station today and found that it had been removed.,negative
1033,306534,"AQMD has helped us for many years and now its time for us to help them. As we know many of the chargers are down, so I started a gofundme account to help pay for the repairs needed to fix the chargers that are down. If you would like to donate, here's the link: www.gofundme.com/fixaqmdchargers",Positive
